iter	Logloss
216	0.1474225035
217	0.1472795118
218	0.1471337872
219	0.1469453566
220	0.1467674348
221	0.146575507
222	0.1464442209
223	0.1461815167
224	0.1460359896
225	0.1459025828
226	0.1457875867
227	0.1456467803
228	0.1455133563
229	0.1453674205
230	0.1451901951
231	0.145050306
232	0.1449315478
233	0.1447898586
234	0.1446281312
235	0.1444411223
236	0.1442903424
237	0.1441586158
238	0.1440246768
239	0.1439104464
240	0.143750385
241	0.1436435225
242	0.1434782177
243	0.1433794027
244	0.1432868933
245	0.1431469665
246	0.14296564
247	0.1428421673
248	0.1427571961
249	0.1426526444
250	0.1425377001
251	0.1424234341
252	0.1423028908
253	0.1421649563
254	0.1420310871
255	0.141899732
256	0.1418012812
257	0.1416449447
258	0.1415644921
259	0.141422212
260	0.1413123918
261	0.1412084141
262	0.1411239158
263	0.1410495785
264	0.1409364488
265	0.1408033026
266	0.1406961357
267	0.1406041928
268	0.1405011166
269	0.1403822716
270	0.1402665047
271	0.1401486152
272	0.1400788723
273	0.1400258422
274	0.1398808519
275	0.1397675525
276	0.1396728419
277	0.1395612218
278	0.1394548119
279	0.1393424215
280	0.1391965924
281	0.1390393188
282	0.1389300152
283	0.1388826548
284	0.1388043164
285	0.1387333056
286	0.1386271846
287	0.1385293817
288	0.1384351354
289	0.1383236031
290	0.1382231114
291	0.1381355009
292	0.1380556301
293	0.1379675791
294	0.1379031415
295	0.1378298948
296	0.1377469988
297	0.1376551752
298	0.1375553845
299	0.1374621969
300	0.1373704464
301	0.1373113041
302	0.1372525947
303	0.1371668896
304	0.1370978074
305	0.1369846625
306	0.1369177618
307	0.13683588
308	0.1367472063
309	0.1366414481
310	0.136557841
311	0.1365119632
312	0.1364308333
313	0.1363423445
314	0.1362750416
315	0.1362069673
316	0.1360553845
317	0.1359924262
318	0.135910656
319	0.1358508705
320	0.1357969078
321	0.1357038523
322	0.1356300902
323	0.1355630421
324	0.1354602515
325	0.1354121937
326	0.1353370933
327	0.1352216481
328	0.1351096678
329	0.1350619823
330	0.1349820771
331	0.1348983534
332	0.1348139215
333	0.1347514861
334	0.1346838067
335	0.1346309069
336	0.1345375662
337	0.1344894331
338	0.1344425132
339	0.1343969355
340	0.1343551188
341	0.1342902205
342	0.1342340566
343	0.1341534838
344	0.1340778952
345	0.1340194483
346	0.1339727175
347	0.13391992
348	0.1338393435
349	0.1338066565
350	0.1337178285
351	0.1336276916
352	0.1335465169
353	0.133488762
354	0.133440288
355	0.1333647361
356	0.1333264101
357	0.1332542341
358	0.1332014951
359	0.1331161396
360	0.1330648304
361	0.1330088035
362	0.1329262931
363	0.1328549466
364	0.1327866739
365	0.1327481612
366	0.1326640751
367	0.1325963311
368	0.132510231
369	0.1324489113
370	0.1323742515
371	0.1323235614
372	0.1322693087
373	0.1322077182
374	0.1321553596
375	0.1320802567
376	0.1319849396
377	0.1318919694
378	0.1318325168
379	0.1317843351
380	0.1317338203
381	0.1316793769
382	0.1316322494
383	0.131593383
384	0.1315275505
385	0.1314557783
386	0.1313888521
387	0.1313066721
388	0.131276208
389	0.1312437995
390	0.1312008602
391	0.1311348164
392	0.1310496206
393	0.1309871384
394	0.130943377
395	0.1308727345
396	0.1308278089
397	0.130766875
398	0.1307485908
399	0.1306989562
400	0.1306183422
401	0.1305526015
402	0.1304780763
403	0.1304056704
404	0.1303662594
405	0.1303369534
406	0.1302898775
407	0.1302193045
408	0.1301607796
409	0.1300964838
410	0.13004984
411	0.1300159988
412	0.1299755446
413	0.1299414139
414	0.1298584035
415	0.1298354643
416	0.1297631243
417	0.1296970153
418	0.1296664401
419	0.1296346518
420	0.1295624318
421	0.1294969819
422	0.1294143275
423	0.1293529277
424	0.1293166891
425	0.12925825
426	0.1292068376
427	0.1291654342
428	0.1291328889
429	0.1290889632
430	0.1290291194
431	0.1289662122
432	0.1289141348
433	0.1288784075
434	0.1288445303
435	0.128799454
436	0.128772472
437	0.1287233292
438	0.128663245
439	0.1286278349
440	0.1285931561
441	0.1285376449
442	0.1284816648
443	0.1284090328
444	0.1283390303
445	0.1283067279
446	0.1282532244
447	0.1282356694
448	0.1282039785
449	0.1281745021
450	0.1281127821
451	0.1280135246
452	0.1279144121
453	0.127870583
454	0.127837451
455	0.1277985027
456	0.1277717162
457	0.127704622
458	0.1276834002
459	0.1276703508
460	0.1276190399
461	0.1275842083
462	0.1275532911
463	0.1274907652
464	0.1274430409
465	0.1274016586
466	0.1273637053
467	0.1273309583
468	0.1272632538
469	0.1272300771
470	0.1272032451
471	0.1271668364
472	0.1271075215
473	0.1270591385
474	0.1269961608
475	0.1269389608
476	0.126877649
477	0.126839653
478	0.1268099086
479	0.1267738184
480	0.12674032
481	0.1267337277
482	0.1267094754
483	0.1266478461
484	0.1265808484
485	0.1265099947
486	0.1264389854
487	0.1264009398
488	0.1263594925
489	0.1263307809
490	0.1262803908
491	0.1262391962
492	0.1262199065
493	0.1261173507
494	0.1260855357
495	0.1260781762
496	0.1260107029
497	0.1259854574
498	0.1259563767
499	0.1259282472
500	0.1258875549
501	0.125851419
502	0.1257914925
503	0.1257402925
504	0.1256818904
505	0.1256334991
506	0.125623108
507	0.1255715807
508	0.1255449395
509	0.1255106574
510	0.1254553283
511	0.1254143185
512	0.1253564152
513	0.1253000249
514	0.1252410261
515	0.1252127397
516	0.1251817955
517	0.1251532789
518	0.125126683
519	0.1250998597
520	0.1250599137
521	0.1250075125
522	0.1249739186
523	0.1248883563
524	0.124864842
525	0.1248239218
526	0.1247981429
527	0.1247677572
528	0.1247285644
529	0.1246673056
530	0.1246195641
531	0.1245837378
532	0.124572499
533	0.1245328215
534	0.1245106245
535	0.1244699747
536	0.1244471432
537	0.1244181027
538	0.1243404691
539	0.1242770555
540	0.124256934
541	0.1242336573
542	0.1241787485
543	0.124158421
544	0.1241154977
545	0.1240816724
546	0.1240657279
547	0.1240417647
548	0.1239832966
549	0.1239191463
550	0.123884282
551	0.1237978324
552	0.123784309
553	0.1237745112
554	0.1237359402
555	0.1236989091
556	0.1236700042
557	0.1236357519
558	0.123600046
559	0.1235567717
560	0.1235310096
561	0.123509036
562	0.1234760372
563	0.1234418562
564	0.1234012261
565	0.1233493136
566	0.123344226
567	0.1233176121
568	0.1232907295
569	0.1232235818
570	0.1231735998
571	0.1231357107
572	0.123106699
573	0.1230739168
574	0.1230455557
575	0.1229953552
576	0.1229466334
577	0.1228805675
578	0.1228350395
579	0.1228269537
580	0.1227784838
581	0.1227501334
582	0.1227327267
583	0.12271551
584	0.1226758428
585	0.1226435189
586	0.1225932516
587	0.1225694276
588	0.1225399682
589	0.122512528
590	0.1224994555
591	0.1224809046
592	0.1224312899
593	0.1223867015
594	0.122375461
595	0.1223131004
596	0.1222816874
597	0.1222438686
598	0.1221657803
599	0.1220926224
600	0.12205659
601	0.122033447
602	0.122008932
603	0.1219895449
604	0.1219776839
605	0.1219318544
606	0.12190436
607	0.1218789849
608	0.121816113
609	0.1217854161
610	0.1217557861
611	0.1217348887
612	0.1216758315
613	0.1216240988
614	0.1215885626
615	0.1215594417
616	0.1215220834
617	0.1215095327
618	0.1214782999
619	0.1214461161
620	0.1214298455
621	0.1213884121
622	0.1213422183
623	0.121315734
624	0.1212830935
625	0.1212630093
626	0.1212406189
627	0.1212010273
628	0.1211858113
629	0.1211373142
630	0.1211225056
631	0.1210957586
632	0.121078042
633	0.1210386378
634	0.121010138
635	0.1209676498
636	0.1209581909
637	0.1209360822
638	0.1209163245
639	0.120898192
640	0.1208648165
641	0.120833502
642	0.1208173772
643	0.1207702068
644	0.1207277526
645	0.1207055042
646	0.1206799138
647	0.1206576088
648	0.1206178447
649	0.1205926538
650	0.1205775143
651	0.1205543251
652	0.1205078786
653	0.1204725675
654	0.1204526739
655	0.1204178281
656	0.1203772177
657	0.1203625376
658	0.1203357176
659	0.1203091416
660	0.1202693078
661	0.1202276334
662	0.1202121074
663	0.1201927433
664	0.1201562714
665	0.1201476243
666	0.1201203638
667	0.1200619553
668	0.1200468854
669	0.1200185474
670	0.1199988899
671	0.1199628642
672	0.1199367007
673	0.1199109412
674	0.1198713345
675	0.1198442018
676	0.1198290839
677	0.1197807269
678	0.119745054
679	0.1197344774
680	0.1197180386
681	0.1196960068
682	0.1196623756
683	0.1196305868
684	0.1196195934
685	0.1196035324
686	0.1195483482
687	0.1195082002
688	0.1194730442
689	0.1194592485
690	0.1194430598
691	0.119431414
692	0.1194015257
693	0.1193587794
694	0.119354617
695	0.1193173959
696	0.1193092276
697	0.1192699159
698	0.1192385742
699	0.1191927222
700	0.1191757856
701	0.1191488339
702	0.1191312331
703	0.1190871433
704	0.1190759099
705	0.1190641514
706	0.1190441586
707	0.1190051906
708	0.11896239
709	0.1189081381
710	0.1189014012
711	0.1188551182
712	0.118842412
713	0.1188187047
714	0.1187612957
715	0.1187416255
716	0.1187212544
717	0.1186828367
718	0.1186752776
719	0.1186598687
720	0.118627813
721	0.1185957707
722	0.1185770892
723	0.1185308377
724	0.1184887741
725	0.1184611416
726	0.1184316346
727	0.1183802672
728	0.1183377977
729	0.1183020626
730	0.1182924788
731	0.1182612906
732	0.1182420973
733	0.1182077249
734	0.1181930592
735	0.1181401318
736	0.1181259345
737	0.1180976303
738	0.118081658
739	0.1180539894
740	0.1180257552
741	0.1180048389
742	0.1179934126
743	0.1179596511
744	0.1179197508
745	0.1178803953
746	0.1178468421
747	0.1178445564
748	0.1178245795
749	0.1178109284
750	0.1177709535
751	0.1177213335
752	0.1176919461
753	0.1176616616
754	0.1176598352
755	0.1176465063
756	0.1176397709
757	0.1176007437
758	0.117596239
759	0.1175867506
760	0.1175687314
761	0.1175326838
762	0.1175033451
763	0.1174782916
764	0.1174463462
765	0.1174233474
766	0.1173911659
767	0.1173772186
768	0.1173689928
769	0.117334545
770	0.1173022638
771	0.1172997491
772	0.1172692518
773	0.1172618513
774	0.1172440191
775	0.1172103494
776	0.1172096916
777	0.1172040968
778	0.1171646891
779	0.1171595101
780	0.1171003818
781	0.1170766988
782	0.1170502609
783	0.117041612
784	0.1170129875
785	0.116988925
786	0.1169717991
787	0.1169478125
788	0.1169315658
789	0.1168983271
790	0.1168590064
791	0.116848519
792	0.1167874363
793	0.1167473342
794	0.1167436926
795	0.1167195337
796	0.1166784468
797	0.1166545607
798	0.116641979
799	0.1166160466
800	0.1166032076
801	0.116597648
802	0.1165759632
803	0.1165474895
804	0.1165180765
805	0.1165154712
806	0.1164845465
807	0.1164659865
808	0.1164601505
809	0.1164447447
810	0.1164369459
811	0.1164353527
812	0.1164087231
813	0.1163651324
814	0.1163332238
815	0.1163284942
816	0.1163006987
817	0.1162652987
818	0.1162599512
819	0.1162518284
820	0.1162188236
821	0.1161873246
822	0.1161695685
823	0.1161431581
824	0.1161304923
825	0.1161092415
826	0.1160694955
827	0.116036262
828	0.1160110798
829	0.1160014614
830	0.1159834062
831	0.1159499662
832	0.1159263375
833	0.1159016307
834	0.1158637863
835	0.1158426432
836	0.1157851872
837	0.1157767667
838	0.1157555927
839	0.1157342869
840	0.1157309969
841	0.1157274405
842	0.1157035496
843	0.1156764327
844	0.1156539946
845	0.115630064
846	0.115605449
847	0.1155954686
848	0.115558575
849	0.1155429
850	0.1155012845
851	0.1154809289
852	0.1154772159
853	0.1154569366
854	0.1154302281
855	0.1153983696
856	0.1153887227
857	0.1153575329
858	0.1153255593
859	0.1152968444
860	0.1152665171
861	0.1152382255
862	0.1151892209
863	0.115183821
864	0.1151464018
865	0.1151350945
866	0.1151168021
867	0.1150824288
868	0.1150598722
869	0.1150264976
870	0.1149949375
871	0.1149658872
872	0.1149337344
873	0.1149058028
874	0.1148765655
875	0.1148447351
876	0.1148199062
877	0.1147998931
878	0.1147722063
879	0.1147359271
880	0.1147219702
881	0.1147028827
882	0.1146711999
883	0.1146582831
884	0.1146418332
885	0.1146031272
886	0.1145817024
887	0.1145606033
888	0.1145372968
889	0.1145247274
890	0.1145049472
891	0.1144686169
892	0.1144438636
893	0.114428502
894	0.1144196227
895	0.1143782337
896	0.1143527918
897	0.114340961
898	0.1143223269
899	0.1142919536
900	0.1142805866
901	0.1142419997
902	0.1141918989
903	0.1141673692
904	0.114137764
905	0.1140934766
906	0.1140880792
907	0.11406944
908	0.1140556769
909	0.1140283857
910	0.1140209081
911	0.1140164404
912	0.1139890537
913	0.1139847612
914	0.1139764526
915	0.1139333275
916	0.1139058992
917	0.1138959209
918	0.1138883145
919	0.1138608676
920	0.1138193608
921	0.1137940861
922	0.1137875611
923	0.1137514062
924	0.1137235781
925	0.1136971063
926	0.1136541409
927	0.1136273828
928	0.1135863158
929	0.1135622062
930	0.1135335005
931	0.1135194549
932	0.1134929847
933	0.1134639046
934	0.1134453301
935	0.1133937571
936	0.1133825819
937	0.1133466775
938	0.1133226495
939	0.1132885324
940	0.1132643849
941	0.1132410474
942	0.11321753
943	0.1131842832
944	0.1131819612
945	0.1131585434
946	0.1131264472
947	0.1130915438
948	0.113064826
949	0.1130369759
950	0.1130256513
951	0.1130037945
952	0.1129957281
953	0.1129919892
954	0.1129632518
955	0.112943076
956	0.1129216735
957	0.1128812017
958	0.1128491596
959	0.112816323
960	0.1127791485
961	0.1127690535
962	0.1127528215
963	0.1127204037
964	0.1126878937
965	0.1126635375
966	0.1126365502
967	0.1126029725
968	0.1125693585
969	0.1125473692
970	0.112525693
971	0.1125092368
972	0.1125025365
973	0.1124742807
974	0.1124442712
975	0.1124238545
976	0.1124022548
977	0.1123824678
978	0.112359317
979	0.1123401191
980	0.1123107991
981	0.1122834369
982	0.1122785971
983	0.1122567098
984	0.1122303461
985	0.1122148859
986	0.1121909033
987	0.1121606695
988	0.1121358612
989	0.1121210947
990	0.1121018966
991	0.1120870836
992	0.1120832866
993	0.1120551432
994	0.1120509685
995	0.1120228816
996	0.1120016286
997	0.1119867023
998	0.1119725548
999	0.1119584874
1000	0.1119466085
1001	0.111924188
1002	0.1119134574
1003	0.111890166
1004	0.1118523275
1005	0.1118334164
1006	0.1118007745
1007	0.111775822
1008	0.1117433391
1009	0.1117154028
1010	0.1116870746
1011	0.111677707
1012	0.1116481421
1013	0.1116402866
1014	0.1116258018
1015	0.111605827
1016	0.1115660526
1017	0.111533374
1018	0.1115114649
1019	0.1114800228
1020	0.111472222
1021	0.1114399386
1022	0.1114234572
1023	0.1113875024
1024	0.1113741011
1025	0.111360739
1026	0.1113377244
1027	0.11131599
1028	0.1112887459
1029	0.1112671622
1030	0.1112451171
1031	0.1112187799
1032	0.111194111
1033	0.1111626121
1034	0.1111358292
1035	0.1111163508
1036	0.1110724082
1037	0.1110530073
1038	0.1110468637
1039	0.1110262712
1040	0.1109994351
1041	0.1109800731
1042	0.1109543295
1043	0.1109172778
1044	0.11088156
1045	0.1108590641
1046	0.1108547262
1047	0.1108301147
1048	0.1108168449
1049	0.1107930064
1050	0.1107623026
1051	0.1107536507
1052	0.1107343582
1053	0.1107195363
1054	0.1106969145
1055	0.110669719
1056	0.110654328
1057	0.1106308143
1058	0.1105923421
1059	0.1105770859
1060	0.1105463146
1061	0.1105387367
1062	0.1105254806
1063	0.1105107295
1064	0.1104889522
1065	0.1104782783
1066	0.1104413116
1067	0.1104144913
1068	0.1103912905
1069	0.1103723963
1070	0.1103531601
1071	0.1103392192
1072	0.1103238381
1073	0.1103004573
1074	0.1102722893
1075	0.1102379075
1076	0.1102196559
1077	0.110192531
1078	0.1101806259
1079	0.1101509165
1080	0.1101287793
1081	0.1100891741
1082	0.1100593362
1083	0.1100451189
1084	0.1100216251
1085	0.1099961803
1086	0.1099526906
1087	0.1099327761
1088	0.1099088667
1089	0.1099032474
1090	0.109868668
1091	0.1098467717
1092	0.1098162556
1093	0.1097803799
1094	0.1097556749
1095	0.1097375451
1096	0.1097101768
1097	0.1096874711
1098	0.1096566564
1099	0.1096337865
1100	0.1096088742
1101	0.1095765401
1102	0.1095466785
1103	0.1095327659
1104	0.109511923
1105	0.1094815856
1106	0.1094453194
1107	0.1094244309
1108	0.1094153511
1109	0.1094030281
1110	0.1093777631
1111	0.1093346213
1112	0.1093116788
1113	0.1092939246
1114	0.1092836098
1115	0.1092617695
1116	0.1092323853
1117	0.1092053274
1118	0.1091843277
1119	0.1091721048
1120	0.1091561494
1121	0.1091360587
1122	0.1091002079
1123	0.109079411
1124	0.1090550993
1125	0.1090252905
1126	0.1090055861
1127	0.1089752433
1128	0.1089621203
1129	0.1089326753
1130	0.1089260843
1131	0.1088983625
1132	0.1088691407
1133	0.1088442161
1134	0.1088170512
1135	0.1087831788
1136	0.1087659721
1137	0.1087325504
1138	0.1087119293
1139	0.108682527
1140	0.1086569774
1141	0.1086387964
1142	0.1086195247
1143	0.1085948085
1144	0.1085764388
1145	0.1085585827
1146	0.1085497489
1147	0.1085175216
1148	0.1084933366
1149	0.1084678789
1150	0.1084518587
1151	0.1084244861
1152	0.1084097213
1153	0.1083828693
1154	0.1083523117
1155	0.1083390753
1156	0.1083234557
1157	0.1083085814
1158	0.1082950155
1159	0.1082755692
1160	0.1082482955
1161	0.1082414788
1162	0.108222912
1163	0.1082125193
1164	0.1082027552
1165	0.1081810367
1166	0.1081585299
1167	0.1081370224
1168	0.1081172
1169	0.1081038142
1170	0.1080867368
1171	0.1080676832
1172	0.1080441796
1173	0.1080324982
1174	0.1080251249
1175	0.107994969
1176	0.1079787762
1177	0.1079531176
1178	0.1079302115
1179	0.1079084039
1180	0.1078831292
1181	0.1078678205
1182	0.1078372591
1183	0.10780726
1184	0.1077925167
1185	0.1077741722
1186	0.1077441486
1187	0.1077269964
1188	0.1076966841
1189	0.1076782362
1190	0.1076549193
1191	0.1076414462
1192	0.1076227961
1193	0.1076060678
1194	0.1075884853
1195	0.1075805525
1196	0.107565704
1197	0.1075517247
1198	0.1075269328
1199	0.107502839
1200	0.1074896934
1201	0.1074758316
1202	0.1074619696
1203	0.1074425312
1204	0.1074216069
1205	0.1074115856
1206	0.1073985503
1207	0.1073833144
1208	0.107354265
1209	0.1073342336
1210	0.1073159043
1211	0.107294925
1212	0.107275724
1213	0.1072513096
1214	0.1072326653
1215	0.1072197685
1216	0.1072006076
1217	0.1071742911
1218	0.1071519867
1219	0.1071255495
1220	0.1071108333
1221	0.1070808303
1222	0.1070614364
1223	0.1070420512
1224	0.1070293431
1225	0.1070074765
1226	0.1069883095
1227	0.106970432
1228	0.1069435045
1229	0.1069356856
1230	0.1069100811
1231	0.1069009844
1232	0.1068836199
1233	0.1068716085
1234	0.10685342
1235	0.106831908
1236	0.1067991991
1237	0.1067777671
1238	0.1067511833
1239	0.106737196
1240	0.1067123627
1241	0.1066894282
1242	0.1066611813
1243	0.1066459085
1244	0.1066335121
1245	0.1066210481
1246	0.1065963155
1247	0.1065829909
1248	0.1065416671
1249	0.1065157668
1250	0.1065020366
1251	0.1064849243
1252	0.1064613889
1253	0.1064429961
1254	0.1064173644
1255	0.1063863512
1256	0.1063615995
1257	0.1063357388
1258	0.1063124154
1259	0.1062928048
1260	0.1062643615
1261	0.1062497549
1262	0.1062269357
1263	0.1062194903
1264	0.1061953233
1265	0.1061666969
1266	0.1061405141
1267	0.1061316947
1268	0.1061131761
1269	0.1060896889
1270	0.1060697135
1271	0.1060394698
1272	0.106021617
1273	0.1060112324
1274	0.1059946732
1275	0.105972305
1276	0.1059544422
1277	0.1059317856
1278	0.1059061705
1279	0.1058889289
1280	0.1058707856
1281	0.1058478341
1282	0.1058247015
1283	0.1057998342
1284	0.105779428
1285	0.1057573399
1286	0.1057335417
1287	0.1057102564
1288	0.1056928656
1289	0.1056851105
1290	0.1056768533
1291	0.1056657385
1292	0.1056491007
1293	0.1056311421
1294	0.1056134386
1295	0.1055905178
1296	0.1055745505
1297	0.1055438507
1298	0.1055323051
1299	0.1055062863
1300	0.105484022
1301	0.1054525018
1302	0.1054291173
1303	0.1054061822
1304	0.1053935961
1305	0.1053771817
1306	0.1053635778
1307	0.1053403377
1308	0.1053070857
1309	0.1052812091
1310	0.1052571527
1311	0.1052441872
1312	0.1052266726
1313	0.1052006054
1314	0.1051792526
1315	0.1051674805
1316	0.1051473977
1317	0.1051248779
1318	0.1051083758
1319	0.1050921982
1320	0.1050756491
1321	0.1050651764
1322	0.1050432994
1323	0.1050326595
1324	0.1050221107
1325	0.1049955754
1326	0.1049770783
1327	0.1049686091
1328	0.1049478181
1329	0.1049314464
1330	0.1049067878
1331	0.1048729586
1332	0.1048569538
1333	0.1048325208
1334	0.1048089855
1335	0.1048013108
1336	0.104792406
1337	0.1047763627
1338	0.1047645649
1339	0.104747597
1340	0.1047188852
1341	0.1046836059
1342	0.1046773311
1343	0.1046690035
1344	0.1046482787
1345	0.1046218452
1346	0.1046066539
1347	0.1045979322
1348	0.104571887
1349	0.1045541693
1350	0.1045369826
1351	0.1045153159
1352	0.1044974022
1353	0.1044842518
1354	0.104462434
1355	0.1044508844
1356	0.104442856
1357	0.1044269705
1358	0.1044121461
1359	0.1043998914
1360	0.1043921009
1361	0.1043795634
1362	0.1043511495
1363	0.1043284323
1364	0.1043208331
1365	0.1042983753
1366	0.1042875152
1367	0.1042662531
1368	0.1042498637
1369	0.1042218747
1370	0.1042016656
1371	0.1041889031
1372	0.1041716816
1373	0.1041553109
1374	0.1041382611
1375	0.1041191668
1376	0.1041015529
1377	0.1040848175
1378	0.1040732873
1379	0.1040588544
1380	0.1040381302
1381	0.1040299627
1382	0.1040138667
1383	0.103991936
1384	0.1039814347
1385	0.1039634614
1386	0.1039498436
1387	0.1039404389
1388	0.103920885
1389	0.1039078274
1390	0.1038945774
1391	0.1038779499
1392	0.1038559921
1393	0.1038422073
1394	0.1038278055
1395	0.1038160557
1396	0.1037922473
1397	0.1037728318
1398	0.1037606173
1399	0.1037389325
1400	0.1037159301
1401	0.1036964853
1402	0.1036837941
1403	0.1036647374
1404	0.1036443352
1405	0.1036210206
1406	0.1036070527
1407	0.1035990376
1408	0.1035826143
1409	0.1035692466
1410	0.1035436565
1411	0.10352815
1412	0.1035050673
1413	0.1034869603
1414	0.103463345
1415	0.1034455652
1416	0.103432939
1417	0.1034194247
1418	0.1034002959
1419	0.1033825477
1420	0.1033672777
1421	0.103355231
1422	0.103336114
1423	0.1033195462
1424	0.1033135457
1425	0.1032968536
1426	0.1032740997
1427	0.1032545204
1428	0.1032360527
1429	0.1032137086
1430	0.1031976689
1431	0.1031741534
1432	0.1031525095
1433	0.1031387758
1434	0.1031237857
1435	0.1031046575
1436	0.103083105
1437	0.1030615556
1438	0.1030403381
1439	0.1030317146
1440	0.1030173044
1441	0.1030069829
1442	0.1029967667
1443	0.1029732997
1444	0.1029539024
1445	0.1029398731
1446	0.1029225119
1447	0.1029031476
1448	0.1028810981
1449	0.1028609918
1450	0.1028549791
1451	0.1028423845
1452	0.102820305
1453	0.1027973453
1454	0.1027709748
1455	0.1027504167
1456	0.1027373821
1457	0.1027184911
1458	0.1026916488
1459	0.1026750128
1460	0.1026541573
1461	0.1026429477
1462	0.102630472
1463	0.1026127562
1464	0.1025933399
1465	0.1025736846
1466	0.1025661252
1467	0.1025510499
1468	0.1025382829
1469	0.1025284793
1470	0.1025178055
1471	0.1024957218
1472	0.1024747122
1473	0.1024568035
1474	0.10243927
1475	0.1024257859
1476	0.1024066161
1477	0.1023890361
1478	0.1023790208
1479	0.1023510554
1480	0.1023310414
1481	0.102313065
1482	0.102282964
1483	0.1022647129
1484	0.1022414871
1485	0.1022240637
1486	0.1022062844
1487	0.1021821187
1488	0.1021633596
1489	0.1021464392
1490	0.102127571
1491	0.1021099503
1492	0.102097594
1493	0.1020726865
1494	0.1020542036
1495	0.1020462085
1496	0.1020315713
1497	0.1020106767
1498	0.1019848119
1499	0.1019623379
1500	0.1019441074
1501	0.1019226055
1502	0.1019041973
1503	0.1018944942
1504	0.1018775858
1505	0.101858495
1506	0.1018458852
1507	0.1018334063
1508	0.101816055
1509	0.1017942186
1510	0.101781841
1511	0.1017674959
1512	0.1017430764
1513	0.1017294934
